ceramideName,ISTD,Outlier_filt,N,Mean,SD,CV
Cer 18:1;O2/16:0,C_Adj_C18_mean,FALSE,38,0.2136573343957148,0.10419675446089706,48.76816176500369
Cer 18:1;O2/16:0,C_Adj_C241_mean,FALSE,38,0.21969479352568652,0.10821794458055431,49.258310970351495
Cer 18:1;O2/16:0,C_Adj_C24_mean,FALSE,38,0.21936697615370301,0.11308944885891328,51.55263150442268
Cer 18:1;O2/16:0,C_Adj_mean,FALSE,38,0.25008462413266197,0.06201022361780407,24.79569618998632
Cer 18:1;O2/18:0,C_Adj_C16_mean,FALSE,38,0.10789688163256746,0.05937291618302517,55.02746259638344
Cer 18:1;O2/18:0,C_Adj_C241_mean,FALSE,38,0.08664266660651024,0.03533945502704659,40.787589315021414
Cer 18:1;O2/18:0,C_Adj_C24_mean,FALSE,38,0.0861321556988957,0.03399448222842976,39.467817741923305
Cer 18:1;O2/18:0,C_Adj_mean,FALSE,38,0.08790136869701667,0.027252412404940446,31.003399388325313
Cer 18:1;O2/24:0,C_Adj_C16_mean,FALSE,38,3.262185685649737,2.176811151215231,66.72860961872776
Cer 18:1;O2/24:0,C_Adj_C18_mean,FALSE,38,2.5099652710316165,1.1233870002201005,44.75707346175269
Cer 18:1;O2/24:0,C_Adj_C241_mean,FALSE,38,2.4696833159090334,0.9273295275346534,37.54851974587376
Cer 18:1;O2/24:0,C_Adj_mean,FALSE,38,2.4700155561410684,0.623813050340994,25.255430023104136
Cer 18:1;O2/24:1,C_Adj_C16_mean,FALSE,38,1.154964379268162,0.7232279734339578,62.61907175805958
Cer 18:1;O2/24:1,C_Adj_C18_mean,FALSE,38,0.8921249068898803,0.39003909329501224,43.720233599885
Cer 18:1;O2/24:1,C_Adj_C24_mean,FALSE,38,0.8670981283814393,0.27230981704271306,31.404728960840643
Cer 18:1;O2/24:1,C_Adj_mean,FALSE,38,0.8969563178018007,0.24148850636212818,26.923106685278913
Cer 18:1;O2/16:0,C_Adj_C18_mean,TRUE,34,0.21316907528375753,0.1048554805744658,49.18887996999032
Cer 18:1;O2/16:0,C_Adj_C241_mean,TRUE,34,0.2166983951607219,0.1077267767377856,49.71277090348838
Cer 18:1;O2/16:0,C_Adj_C24_mean,TRUE,34,0.21550063856015594,0.11246774170267711,52.18905264231145
Cer 18:1;O2/16:0,C_Adj_mean,TRUE,34,0.24374272077267228,0.03408433261517264,13.983733547867278
Cer 18:1;O2/18:0,C_Adj_C16_mean,TRUE,30,0.1061958256833876,0.035380287881726306,33.316081544682504
Cer 18:1;O2/18:0,C_Adj_C241_mean,TRUE,30,0.08649369624015633,0.019215914977090975,22.21654965899078
Cer 18:1;O2/18:0,C_Adj_C24_mean,TRUE,30,0.08621745358271571,0.021907076328827813,25.409096903807882
Cer 18:1;O2/18:0,C_Adj_mean,TRUE,30,0.08334986993949656,0.009849983198622863,11.817634755486647
Cer 18:1;O2/24:0,C_Adj_C16_mean,TRUE,35,3.0726549519740636,1.8644960449332884,60.680293559659894
Cer 18:1;O2/24:0,C_Adj_C18_mean,TRUE,35,2.4054656380623123,0.8561700784845548,35.59269627207106
Cer 18:1;O2/24:0,C_Adj_C241_mean,TRUE,35,2.396769736778111,0.6866639426880802,28.64955828469101
Cer 18:1;O2/24:0,C_Adj_mean,TRUE,35,2.4115767520891636,0.24406767688020398,10.120668009789307
Cer 18:1;O2/24:1,C_Adj_C16_mean,TRUE,31,1.105212621012187,0.6652531664278887,60.19232442519791
Cer 18:1;O2/24:1,C_Adj_C18_mean,TRUE,31,0.8341560033356981,0.2953018411636997,35.401272661566914
Cer 18:1;O2/24:1,C_Adj_C24_mean,TRUE,31,0.8268079639364921,0.18387584097091955,22.23924405559345
Cer 18:1;O2/24:1,C_Adj_mean,TRUE,31,0.8554107235506436,0.07238107633992398,8.461558213753062
