LabId,Sample,ceramideId,ceramideName,Unit,replicate,Concentration,ISConcentration,C_Adj_Calibration Line 1,C_Adj_Calibration Line 2,C_Adj_C16_Calibration Line 1,C_Adj_C16_Calibration Line 2,C_Adj_C24_Calibration Line 1,C_Adj_C24_Calibration Line 2,C_LoD_C_Calibration Line 1,C_LoD_C_Calibration Line 2,C_LoQ_C_Calibration Line 1,C_LoQ_C_Calibration Line 2,C_SinglePoint_Calibration Line 1,C_SinglePoint_Calibration Line 2,Avg_C_Adj,Avg_C_Adj_C16,Avg_C_Adj_C24,Avg_C_LoD_C,Avg_C_LoQ_C,Avg_C_SinglePoint,Avg_C_Adj_Rec,Avg_C_SinglePoint_Rec,label,Calibration_Type,Adj_C_Recovery_Perc
02b,STD 1,3,Cer 18:1;O2/24:0,µmol/L,1,20,1.5,17.910001301725156,18.085046945615723,18.147026081810065,19.83205019450019,17.910001301725156,18.085046945615723,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,16.764705882352942,17.793791574279382,17.997524123670438,17.997524123670438,17.997524123670438,0.008616861166490113,0.026111700504515493,17.279248728316162,0.8998762061835219,0.863962436415808,STD 1   20   µmol/L,Avg_C_Adj_Rec_Perc,89.9876206183522
02b,STD 1,3,Cer 18:1;O2/24:0,µmol/L,1,20,1.5,17.910001301725156,18.085046945615723,18.147026081810065,19.83205019450019,17.910001301725156,18.085046945615723,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,16.764705882352942,17.793791574279382,17.997524123670438,17.997524123670438,17.997524123670438,0.008616861166490113,0.026111700504515493,17.279248728316162,0.8998762061835219,0.863962436415808,STD 1   20   µmol/L,Avg_C_SinglePoint_Rec_Perc,86.39624364158081
02b,STD 1,3,Cer 18:1;O2/24:0,µmol/L,2,20,1.5,18.193159711865487,19.757824788492982,13.607439004754495,15.777476931471716,18.193159711865487,19.757824788492982,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,17.029411764705884,19.43807339449541,18.975492250179236,18.975492250179236,18.975492250179236,0.008616861166490113,0.026111700504515493,18.233742579600648,0.9487746125089618,0.9116871289800323,STD 1   20   µmol/L,Avg_C_Adj_Rec_Perc,94.87746125089618
02b,STD 1,3,Cer 18:1;O2/24:0,µmol/L,2,20,1.5,18.193159711865487,19.757824788492982,13.607439004754495,15.777476931471716,18.193159711865487,19.757824788492982,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,17.029411764705884,19.43807339449541,18.975492250179236,18.975492250179236,18.975492250179236,0.008616861166490113,0.026111700504515493,18.233742579600648,0.9487746125089618,0.9116871289800323,STD 1   20   µmol/L,Avg_C_SinglePoint_Rec_Perc,91.16871289800324
02b,STD 1,3,Cer 18:1;O2/24:0,µmol/L,3,20,1.5,18.354494154852418,19.41773143741138,14.946387541683931,16.275690682468042,18.354494154852418,19.41773143741138,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,17.180232558139537,19.10377358490566,18.886112796131897,18.886112796131897,18.886112796131897,0.008616861166490113,0.026111700504515493,18.1420030715226,0.9443056398065949,0.9071001535761299,STD 1   20   µmol/L,Avg_C_Adj_Rec_Perc,94.43056398065949
02b,STD 1,3,Cer 18:1;O2/24:0,µmol/L,3,20,1.5,18.354494154852418,19.41773143741138,14.946387541683931,16.275690682468042,18.354494154852418,19.41773143741138,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,17.180232558139537,19.10377358490566,18.886112796131897,18.886112796131897,18.886112796131897,0.008616861166490113,0.026111700504515493,18.1420030715226,0.9443056398065949,0.9071001535761299,STD 1   20   µmol/L,Avg_C_SinglePoint_Rec_Perc,90.71001535761299
02b,STD 2,3,Cer 18:1;O2/24:0,µmol/L,1,10,1.5,10.07944773735062,9.85697121412119,10.442245324515824,10.43266135271705,10.07944773735062,9.85697121412119,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,9.444444444444445,9.705882352941178,9.968209475735904,9.968209475735904,9.968209475735904,0.008616861166490113,0.026111700504515493,9.575163398692812,0.9968209475735904,0.9575163398692812,STD 2   10   µmol/L,Avg_C_Adj_Rec_Perc,99.68209475735904
02b,STD 2,3,Cer 18:1;O2/24:0,µmol/L,1,10,1.5,10.07944773735062,9.85697121412119,10.442245324515824,10.43266135271705,10.07944773735062,9.85697121412119,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,9.444444444444445,9.705882352941178,9.968209475735904,9.968209475735904,9.968209475735904,0.008616861166490113,0.026111700504515493,9.575163398692812,0.9968209475735904,0.9575163398692812,STD 2   10   µmol/L,Avg_C_SinglePoint_Rec_Perc,95.75163398692811
02b,STD 2,3,Cer 18:1;O2/24:0,µmol/L,2,10,1.5,9.503736000684132,9.753517430050678,9.74829815394171,10.411724849888074,9.503736000684132,9.753517430050678,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,8.90625,9.60419091967404,9.628626715367405,9.628626715367405,9.628626715367405,0.008616861166490113,0.026111700504515493,9.25522045983702,0.9628626715367405,0.9255220459837019,STD 2   10   µmol/L,Avg_C_Adj_Rec_Perc,96.28626715367406
02b,STD 2,3,Cer 18:1;O2/24:0,µmol/L,2,10,1.5,9.503736000684132,9.753517430050678,9.74829815394171,10.411724849888074,9.503736000684132,9.753517430050678,0.010665489764170047,0.00656823256881018,0.032319665952030445,0.019903735057000545,8.90625,9.60419091967404,9.628626715367405,9.628626715367405,9.628626715367405,0.008616861166490113,0.026111700504515493,9.25522045983702,0.9628626715367405,0.9255220459837019,STD 2   10   µmol/L,Avg_C_SinglePoint_Rec_Perc,92.5522045983702
