ceramideName,ceramideId,STD 1,STD 2,STD 3,STD 4,STD 5,STD 6,Unit
"Cer 18:1;O2/16:0",1,2,1,0.1,0.02,0.01,0.008,µmol/L
"Cer 18:1;O2/18:0",2,2,1,0.1,0.02,0.01,0.008,µmol/L
"Cer 18:1;O2/24:0",3,20,10,1,0.2,0.1,0.08,µmol/L
"Cer 18:1;O2/24:1",4,20,10,1,0.2,0.1,0.08,µmol/L
