Lab_id,SampleType,SampleId,ceramideName,Unit,replicate,Protocol,Instrument,MassAnalyzerType,C_SinglePoint,Calibration Line 1,Calibration Line 2,Avg_C_Adj
12,NIST T1D,T1D 4,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,1.052609932,1.326765518,1.378438734,1.352602126
12,NIST T1D,T1D 4,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.356324047,0.478069149,0.498725366,0.488397258
12,NIST T1D,T1D 4,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.351414773,0.471569348,0.491837942,0.481703645
12,NIST T1D,T1D 4,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.350965147,0.470974051,0.491207144,0.481090597
12,NIST T1D,T1D 5,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.11459344,0.112768647,0.124074282,0.118421464
12,NIST T1D,T1D 5,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.117520394,0.115626287,0.127261095,0.121443691
12,NIST T1D,T1D 5,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.116398207,0.114530675,0.126039279,0.120284977
12,NIST T1D,T1D 5,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.037697592,0.061087802,0.062922937,0.06200537
12,NIST T1D,T1D 5,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.037107705,0.060135631,0.061930438,0.061033035
12,NIST T1D,T1D 5,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.037234715,0.060340646,0.062144136,0.061242391
12,NIST T1D,T1D 5,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,1.065231962,1.342631102,1.394967398,1.36879925
12,NIST T1D,T1D 5,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,1.074989816,1.354896486,1.407745396,1.381320941
12,NIST T1D,T1D 5,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,1.072361379,1.351592605,1.404303434,1.37794802
12,NIST T1D,T1D 5,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.374162789,0.501687357,0.523752073,0.512719715
12,NIST T1D,T1D 5,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.358930986,0.481520694,0.502382748,0.491951721
12,NIST T1D,T1D 5,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.360549073,0.483663015,0.504652829,0.494157922
12,NIST T1D,T1D 6,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.125118314,0.123044281,0.135533571,0.129288926
12,NIST T1D,T1D 6,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.120390576,0.1184285,0.130386097,0.124407298
12,NIST T1D,T1D 6,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.122077083,0.120075069,0.132222334,0.126148701
12,NIST T1D,T1D 6,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.040339713,0.065352601,0.067368368,0.066360484
12,NIST T1D,T1D 6,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.039167682,0.063460759,0.065396399,0.064428579
12,NIST T1D,T1D 6,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.041288523,0.06688413,0.068964763,0.067924446
12,NIST T1D,T1D 6,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,1.117887888,1.408818316,1.463920813,1.436369565
12,NIST T1D,T1D 6,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,1.102749542,1.389789786,1.444097012,1.416943399
12,NIST T1D,T1D 6,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,1.127049358,1.420334061,1.475917842,1.448125951
12,NIST T1D,T1D 6,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.379144231,0.508282707,0.530740744,0.519511726
12,NIST T1D,T1D 6,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.376095396,0.504246098,0.526463408,0.515354753
12,NIST T1D,T1D 6,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.376370784,0.504610707,0.52684976,0.515730234
12,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.080116192,0.079107859,0.086536091,0.082821975
12,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.079099503,0.078115246,0.085429139,0.081772192
12,NIST YAA,yA-A 1,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.07608459,0.075171729,0.082146557,0.078659143
12,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.017771379,0.028923757,0.029396612,0.029160185
12,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.018774012,0.030542164,0.031083566,0.030812865
12,NIST YAA,yA-A 1,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.018007452,0.029304815,0.02979381,0.029549312
12,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.668329131,0.843733927,0.875219517,0.859476722
12,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.672457709,0.848923449,0.880625928,0.864774688
12,NIST YAA,yA-A 1,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.700841662,0.884601386,0.917794974,0.90119818
12,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.21619436,0.292539689,0.302131642,0.297335666
12,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.207217444,0.280654396,0.289537555,0.285095975
12,NIST YAA,yA-A 1,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.217080484,0.293712903,0.303374821,0.298543862
12,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.082166075,0.081109198,0.088767966,0.084938582
12,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.083079025,0.082000528,0.089761969,0.085881248
12,NIST YAA,yA-A 2,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.082456018,0.081392274,0.08908365,0.085237962
12,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.019463097,0.031654455,0.032242967,0.031948711
12,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.019329141,0.031438229,0.032017584,0.031727906
12,NIST YAA,yA-A 2,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.020093247,0.032671617,0.03330321,0.032987414
12,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.732022687,0.923795173,0.95862681,0.941210992
12,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.71760292,0.905669878,0.939743994,0.922706936
12,NIST YAA,yA-A 2,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.721857473,0.911017748,0.94531537,0.928166559
12,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.230433324,0.31139185,0.322108073,0.316749961
12,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.225509178,0.304872359,0.315199785,0.310036072
12,NIST YAA,yA-A 2,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.224724571,0.303833551,0.314099026,0.308966289
12,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.08328877,0.082205307,0.089990336,0.086097821
12,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.081642104,0.080597635,0.088197475,0.084397555
12,NIST YAA,yA-A 3,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.081785826,0.080737953,0.088353957,0.084545955
12,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.018627675,0.030305953,0.030837351,0.030571652
12,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.017246148,0.028075951,0.028512899,0.028294425
12,NIST YAA,yA-A 3,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.019387718,0.031532782,0.032116141,0.031824462
12,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.710790572,0.897106923,0.930823163,0.913965043
12,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.724752008,0.914656108,0.949105791,0.931880949
12,NIST YAA,yA-A 3,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.716082923,0.903759278,0.937753544,0.920756411
12,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.226811555,0.306596685,0.317026943,0.311811814
12,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.218028474,0.294968026,0.304704795,0.29983641
12,NIST YAA,yA-A 3,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.225547105,0.304922573,0.315252994,0.310087784
12,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.08325866,0.082175909,0.089957552,0.08606673
12,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.083601857,0.082510979,0.090331218,0.086421099
12,NIST YAA,yA-A 4,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.081378832,0.080340597,0.08791083,0.084125714
12,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.019358228,0.03148518,0.032066523,0.031775852
12,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.019930281,0.032408564,0.033029016,0.03271879
12,NIST YAA,yA-A 4,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.02057366,0.033447078,0.034111515,0.033779297
12,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.74827217,0.944220377,0.979905657,0.962063017
12,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.733049983,0.925086459,0.959972064,0.942529261
12,NIST YAA,yA-A 4,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.748912516,0.945025276,0.980744196,0.962884736
12,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.234576045,0.316876745,0.327920066,0.322398405
12,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.232081016,0.313573367,0.324419687,0.318996527
12,NIST YAA,yA-A 4,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.227277701,0.307213854,0.317680918,0.312447386
12,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.082535946,0.08147031,0.089170674,0.085320492
12,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.0838326,0.082736258,0.090582448,0.086659353
12,NIST YAA,yA-A 5,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.08239535,0.081333044,0.089017596,0.08517532
12,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.0198706,0.03231223,0.032928602,0.032620416
12,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.018270502,0.02972942,0.030236399,0.02998291
12,NIST YAA,yA-A 5,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.019170745,0.031182554,0.031751079,0.031466817
12,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.719143298,0.907606095,0.941761133,0.924683614
12,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.733636417,0.925823593,0.960740005,0.943281799
12,NIST YAA,yA-A 5,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.739903591,0.933701277,0.968946926,0.951324102
12,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.223634041,0.302389708,0.312569078,0.307479393
12,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.226852067,0.306650323,0.317083779,0.311867051
12,NIST YAA,yA-A 5,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.225930282,0.305429894,0.315790569,0.310610232
12,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.087150341,0.085975431,0.094194742,0.090085087
12,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.084006315,0.082905859,0.090771585,0.086838722
12,NIST YAA,yA-A 6,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.088267267,0.087065907,0.095410831,0.091238369
12,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.021141623,0.03436386,0.035067127,0.034715493
12,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.020411696,0.033185643,0.033839008,0.033512325
12,NIST YAA,yA-A 6,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.021207285,0.03446985,0.035177605,0.034823727
12,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 6500,QQQ,0.766229678,0.966792526,1.003421177,0.985106851
12,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 6500,QQQ,0.772083711,0.974150903,1.011087087,0.992618995
12,NIST YAA,yA-A 6,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 6500,QQQ,0.780284908,0.984459608,1.02182663,1.003143119
12,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 6500,QQQ,0.239336366,0.323179334,0.334598517,0.328888926
12,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 6500,QQQ,0.25014138,0.337484999,0.349757317,0.343621158
12,NIST YAA,yA-A 6,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 6500,QQQ,0.244324464,0.329783496,0.341596526,0.335690011
14,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.177075967,0.109161058,0.108252132,0.108706595
14,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.182447607,0.112546891,0.111610458,0.112078675
14,NIST SRM,SRM 1,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.168446163,0.10372155,0.102856814,0.103289182
14,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.027550716,0.041710318,0.041001382,0.04135585
14,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.027871625,0.042213363,0.041496325,0.041854844
14,NIST SRM,SRM 1,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.026842805,0.040600626,0.039909562,0.040255094
14,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,1.409997038,1.365993153,1.337539125,1.351766139
14,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 5500,QQQ,1.378118119,1.334518811,1.306802951,1.320660881
14,NIST SRM,SRM 1,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 5500,QQQ,1.403223125,1.359305208,1.331008032,1.34515662
14,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 5500,QQQ,0.440827952,0.430065111,0.434053001,0.432059056
14,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 5500,QQQ,0.411149582,0.399789723,0.403824727,0.401807225
14,NIST SRM,SRM 1,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 5500,QQQ,0.445475183,0.434805827,0.43878634,0.436796083
14,NIST SRM,SRM 2,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.181269832,0.11180452,0.110874118,0.111339319
14,NIST SRM,SRM 2,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.178568529,0.110101844,0.109185275,0.10964356
14,NIST SRM,SRM 2,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.184245113,0.113679888,0.112734251,0.11320707
14,NIST SRM,SRM 2,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.026278427,0.03971593,0.039039115,0.039377522
14,NIST SRM,SRM 2,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.027872586,0.042214869,0.041497807,0.041856338
14,NIST SRM,SRM 2,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.026874535,0.040650365,0.0399585,0.040304433
14,NIST SRM,SRM 2,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,1.429385187,1.385135246,1.356232278,1.370683762
14,NIST SRM,SRM 2,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 5500,QQQ,1.489183279,1.444174436,1.413886823,1.42903063
14,NIST SRM,SRM 2,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 5500,QQQ,1.513080442,1.467768319,1.436927358,1.452347838
14,NIST SRM,SRM 2,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 5500,QQQ,0.442217426,0.431482536,0.43546822,0.433475378
14,NIST SRM,SRM 2,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 5500,QQQ,0.458241648,0.447829106,0.451789352,0.449809229
14,NIST SRM,SRM 2,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 5500,QQQ,0.467830589,0.457610941,0.461555964,0.459583452
14,NIST SRM,SRM 3,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.19044955,0.117590647,0.11661324,0.117101944
14,NIST SRM,SRM 3,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.199724835,0.123437012,0.122412109,0.122924561
14,NIST SRM,SRM 3,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.186066157,0.114827722,0.113872761,0.114350242
14,NIST SRM,SRM 3,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.030129674,0.045752988,0.044978943,0.045365966
14,NIST SRM,SRM 3,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.028553898,0.043282867,0.042548605,0.042915736
14,NIST SRM,SRM 3,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.026780635,0.040503171,0.039813677,0.040158424
14,NIST SRM,SRM 3,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,1.513792411,1.468471252,1.437613805,1.453042528
14,NIST SRM,SRM 3,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 5500,QQQ,1.462154215,1.4174884,1.387826654,1.402657527
14,NIST SRM,SRM 3,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 5500,QQQ,1.461847212,1.417185293,1.387530656,1.402357974
14,NIST SRM,SRM 3,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 5500,QQQ,0.474958105,0.464881835,0.468815544,0.466848689
14,NIST SRM,SRM 3,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 5500,QQQ,0.484111136,0.474218991,0.478138169,0.47617858
14,NIST SRM,SRM 3,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 5500,QQQ,0.466229482,0.455977625,0.459925191,0.457951408
14,NIST SRM,SRM 4,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.184767839,0.114009371,0.113061058,0.113535214
14,NIST SRM,SRM 4,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.186384432,0.115028336,0.114071744,0.11455004
14,NIST SRM,SRM 4,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.175318992,0.108053607,0.107153678,0.107603643
14,NIST SRM,SRM 4,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.026222298,0.039627946,0.038952547,0.039290246
14,NIST SRM,SRM 4,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.026135634,0.039492094,0.038818883,0.039155489
14,NIST SRM,SRM 4,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.028749896,0.043590104,0.042850894,0.043220499
14,NIST SRM,SRM 4,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,1.411563293,1.367539531,1.339049236,1.353294383
14,NIST SRM,SRM 4,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 5500,QQQ,1.424399967,1.380213293,1.35142576,1.365819527
14,NIST SRM,SRM 4,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 5500,QQQ,1.395331648,1.351513882,1.323399437,1.337456659
14,NIST SRM,SRM 4,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 5500,QQQ,0.476072592,0.466018742,0.469950681,0.467984711
14,NIST SRM,SRM 4,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 5500,QQQ,0.467888812,0.457670334,0.461615265,0.4596428
14,NIST SRM,SRM 4,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 5500,QQQ,0.454699827,0.444216037,0.448181905,0.446198971
14,NIST SRM,SRM 5,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.184766854,0.11400875,0.113060442,0.113534596
14,NIST SRM,SRM 5,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.183055146,0.112929832,0.111990289,0.112460061
14,NIST SRM,SRM 5,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.175817123,0.108367587,0.107465107,0.107916347
14,NIST SRM,SRM 5,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.026350274,0.039828554,0.039149925,0.03948924
14,NIST SRM,SRM 5,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.029537153,0.044824177,0.044065091,0.044444634
14,NIST SRM,SRM 5,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.027057615,0.040937354,0.040240867,0.04058911
14,NIST SRM,SRM 5,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,1.400861396,1.356973452,1.328730963,1.342852207
14,NIST SRM,SRM 5,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 5500,QQQ,1.43339082,1.389090043,1.360094324,1.374592183
14,NIST SRM,SRM 5,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 5500,QQQ,1.392928464,1.349141198,1.321082399,1.335111798
14,NIST SRM,SRM 5,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 5500,QQQ,0.460425573,0.450056963,0.454013742,0.452035353
14,NIST SRM,SRM 5,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 5500,QQQ,0.463328794,0.453018586,0.456970756,0.454994671
14,NIST SRM,SRM 5,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 5500,QQQ,0.470731116,0.460569815,0.464510234,0.462540024
14,NIST SRM,SRM 6,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.1923599,0.118794772,0.117807582,0.118301177
14,NIST SRM,SRM 6,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.184497802,0.113839163,0.112892232,0.113365697
14,NIST SRM,SRM 6,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.190630515,0.117704712,0.116726378,0.117215545
14,NIST SRM,SRM 6,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.026876141,0.040652883,0.039960977,0.04030693
14,NIST SRM,SRM 6,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.02542495,0.038378054,0.037722786,0.03805042
14,NIST SRM,SRM 6,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.02655781,0.04015388,0.039470011,0.039811945
14,NIST SRM,SRM 6,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,1.411245739,1.367226006,1.338743064,1.352984535
14,NIST SRM,SRM 6,Cer d18:1/24:0,µmol/L,2,Standard,QTRAP 5500,QQQ,1.40171378,1.357815019,1.329552792,1.343683906
14,NIST SRM,SRM 6,Cer d18:1/24:0,µmol/L,3,Standard,QTRAP 5500,QQQ,1.305995942,1.263311942,1.237266096,1.250289019
14,NIST SRM,SRM 6,Cer d18:1/24:1,µmol/L,1,Standard,QTRAP 5500,QQQ,0.475163645,0.46509151,0.469024893,0.467058201
14,NIST SRM,SRM 6,Cer d18:1/24:1,µmol/L,2,Standard,QTRAP 5500,QQQ,0.462987183,0.452670103,0.456622815,0.454646459
14,NIST SRM,SRM 6,Cer d18:1/24:1,µmol/L,3,Standard,QTRAP 5500,QQQ,0.465469223,0.455202073,0.459150845,0.457176459
14,NIST hTAG,hTAG 1,Cer d18:1/16:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.208296012,0.128839567,0.127770773,0.12830517
14,NIST hTAG,hTAG 1,Cer d18:1/16:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.204298221,0.126319693,0.12527137,0.125795532
14,NIST hTAG,hTAG 1,Cer d18:1/16:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.223327391,0.138314092,0.137168327,0.13774121
14,NIST hTAG,hTAG 1,Cer d18:1/18:0,µmol/L,1,Standard,QTRAP 5500,QQQ,0.03178177,0.048342747,0.047526993,0.04793487
14,NIST hTAG,hTAG 1,Cer d18:1/18:0,µmol/L,2,Standard,QTRAP 5500,QQQ,0.031841578,0.0484365,0.047619236,0.048027868
14,NIST hTAG,hTAG 1,Cer d18:1/18:0,µmol/L,3,Standard,QTRAP 5500,QQQ,0.034277984,0.052255712,0.051376938,0.051816325
14,NIST hTAG,hTAG 1,Cer d18:1/24:0,µmol/L,1,Standard,QTRAP 5500,QQQ,2.139868113,2.086601388,2.041246933,2.063924161
